Original_Name	ImmPort_Name	New_Folder_Path
Specimen_001_F4_F04_164.fcs	Specimen_001_F4_F04_164.722019.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_F6_F06_096.fcs	Specimen_001_F6_F06_096.721990.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_F6_F06_166.fcs	Specimen_001_F6_F06_166.722020.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_F8_F08_098.fcs	Specimen_001_F8_F08_098.721991.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_F8_F08_168.fcs	Specimen_001_F8_F08_168.722021.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G10_G10_110.fcs	Specimen_001_G10_G10_110.721972.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G10_G10_180.fcs	Specimen_001_G10_G10_180.721962.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G2_G02_102.fcs	Specimen_001_G2_G02_102.721968.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G2_G02_172.fcs	Specimen_001_G2_G02_172.721958.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G4_G04_104.fcs	Specimen_001_G4_G04_104.721969.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G4_G04_174.fcs	Specimen_001_G4_G04_174.721959.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G6_G06_106.fcs	Specimen_001_G6_G06_106.721970.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G6_G06_176.fcs	Specimen_001_G6_G06_176.721960.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G8_G08_108.fcs	Specimen_001_G8_G08_108.721971.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_G8_G08_178.fcs	Specimen_001_G8_G08_178.721961.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_H10_H10_190.fcs	Specimen_001_H10_H10_190.721987.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_H2_H02_182.fcs	Specimen_001_H2_H02_182.721983.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_H4_H04_184.fcs	Specimen_001_H4_H04_184.721984.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_H6_H06_186.fcs	Specimen_001_H6_H06_186.721985.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Specimen_001_H8_H08_188.fcs	Specimen_001_H8_H08_188.721986.fcs	TBAgs/20170605_RSTR_OMIP14_ICS_Batch1/20170607_RSTR_OMIP14_ICS
Compensation_AViD AmCyan_222.fcs	Compensation_AViD AmCyan_222.722173.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD107a PE Cy7_232.fcs	Compensation_CD107a PE Cy7_232.722174.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD154 PE Cy5_231.fcs	Compensation_CD154 PE Cy5_231.722175.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD3 ECD_223.fcs	Compensation_CD3 ECD_223.722176.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD4 APC Cy7_224.fcs	Compensation_CD4 APC Cy7_224.722177.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD8 PE (IL2)_226.fcs	Compensation_CD8 PE (IL2)_226.722178.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_CD8 PerCP Cy5-5_225.fcs	Compensation_CD8 PerCP Cy5-5_225.722179.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_GranzymeB Ax700 (IL17a)_230.fcs	Compensation_GranzymeB Ax700 (IL17a)_230.722180.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_HLA-DR APC (IL4)_227.fcs	Compensation_HLA-DR APC (IL4)_227.722181.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_IFNg V450_228.fcs	Compensation_IFNg V450_228.722182.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_TNF FITC_229.fcs	Compensation_TNF FITC_229.722183.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Compensation_Unstained_221.fcs	Compensation_Unstained_221.722184.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A10_A10_010.fcs	Specimen_001_A10_A10_010.722262.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A10_A10_050.fcs	Specimen_001_A10_A10_050.722282.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A10_A10_130.fcs	Specimen_001_A10_A10_130.722277.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A10_A10_150.fcs	Specimen_001_A10_A10_150.722272.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A2_A02_002.fcs	Specimen_001_A2_A02_002.722258.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A2_A02_042.fcs	Specimen_001_A2_A02_042.722278.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A2_A02_122.fcs	Specimen_001_A2_A02_122.722273.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A2_A02_142.fcs	Specimen_001_A2_A02_142.722268.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A4_A04_004.fcs	Specimen_001_A4_A04_004.722259.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A4_A04_044.fcs	Specimen_001_A4_A04_044.722279.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A4_A04_124.fcs	Specimen_001_A4_A04_124.722274.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A4_A04_144.fcs	Specimen_001_A4_A04_144.722269.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A6_A06_006.fcs	Specimen_001_A6_A06_006.722260.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A6_A06_046.fcs	Specimen_001_A6_A06_046.722280.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A6_A06_126.fcs	Specimen_001_A6_A06_126.722275.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A6_A06_146.fcs	Specimen_001_A6_A06_146.722270.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A8_A08_008.fcs	Specimen_001_A8_A08_008.722261.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A8_A08_048.fcs	Specimen_001_A8_A08_048.722281.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A8_A08_128.fcs	Specimen_001_A8_A08_128.722276.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_A8_A08_148.fcs	Specimen_001_A8_A08_148.722271.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B10_B10_020.fcs	Specimen_001_B10_B10_020.722257.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B10_B10_060.fcs	Specimen_001_B10_B10_060.722252.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B10_B10_140.fcs	Specimen_001_B10_B10_140.722267.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B10_B10_160.fcs	Specimen_001_B10_B10_160.722208.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B2_B02_012.fcs	Specimen_001_B2_B02_012.722253.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B2_B02_052.fcs	Specimen_001_B2_B02_052.722248.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B2_B02_132.fcs	Specimen_001_B2_B02_132.722263.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B2_B02_152.fcs	Specimen_001_B2_B02_152.722204.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B4_B04_014.fcs	Specimen_001_B4_B04_014.722254.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B4_B04_054.fcs	Specimen_001_B4_B04_054.722249.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B4_B04_134.fcs	Specimen_001_B4_B04_134.722264.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B4_B04_154.fcs	Specimen_001_B4_B04_154.722205.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B6_B06_016.fcs	Specimen_001_B6_B06_016.722255.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B6_B06_056.fcs	Specimen_001_B6_B06_056.722250.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B6_B06_136.fcs	Specimen_001_B6_B06_136.722265.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B6_B06_156.fcs	Specimen_001_B6_B06_156.722206.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B8_B08_018.fcs	Specimen_001_B8_B08_018.722256.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B8_B08_058.fcs	Specimen_001_B8_B08_058.722251.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B8_B08_138.fcs	Specimen_001_B8_B08_138.722266.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_B8_B08_158.fcs	Specimen_001_B8_B08_158.722207.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C10_C10_030.fcs	Specimen_001_C10_C10_030.722213.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C10_C10_070.fcs	Specimen_001_C10_C10_070.722218.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C10_C10_170.fcs	Specimen_001_C10_C10_170.722227.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C2_C02_022.fcs	Specimen_001_C2_C02_022.722209.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C2_C02_062.fcs	Specimen_001_C2_C02_062.722214.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C2_C02_162.fcs	Specimen_001_C2_C02_162.722223.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C4_C04_024.fcs	Specimen_001_C4_C04_024.722210.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C4_C04_064.fcs	Specimen_001_C4_C04_064.722215.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C4_C04_164.fcs	Specimen_001_C4_C04_164.722224.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C6_C06_026.fcs	Specimen_001_C6_C06_026.722211.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C6_C06_066.fcs	Specimen_001_C6_C06_066.722216.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C6_C06_166.fcs	Specimen_001_C6_C06_166.722225.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C8_C08_028.fcs	Specimen_001_C8_C08_028.722212.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C8_C08_068.fcs	Specimen_001_C8_C08_068.722217.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_C8_C08_168.fcs	Specimen_001_C8_C08_168.722226.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D10_D10_040.fcs	Specimen_001_D10_D10_040.722203.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D10_D10_080.fcs	Specimen_001_D10_D10_080.722247.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D10_D10_180.fcs	Specimen_001_D10_D10_180.722237.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D2_D02_032.fcs	Specimen_001_D2_D02_032.722199.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D2_D02_072.fcs	Specimen_001_D2_D02_072.722243.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D2_D02_172.fcs	Specimen_001_D2_D02_172.722233.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D4_D04_034.fcs	Specimen_001_D4_D04_034.722200.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D4_D04_074.fcs	Specimen_001_D4_D04_074.722244.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D4_D04_174.fcs	Specimen_001_D4_D04_174.722234.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D6_D06_036.fcs	Specimen_001_D6_D06_036.722201.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D6_D06_076.fcs	Specimen_001_D6_D06_076.722245.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D6_D06_176.fcs	Specimen_001_D6_D06_176.722235.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D8_D08_038.fcs	Specimen_001_D8_D08_038.722202.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D8_D08_078.fcs	Specimen_001_D8_D08_078.722246.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_D8_D08_178.fcs	Specimen_001_D8_D08_178.722236.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E10_E10_090.fcs	Specimen_001_E10_E10_090.722242.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E10_E10_190.fcs	Specimen_001_E10_E10_190.722188.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E2_E02_082.fcs	Specimen_001_E2_E02_082.722238.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E2_E02_182.fcs	Specimen_001_E2_E02_182.722172.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E4_E04_084.fcs	Specimen_001_E4_E04_084.722239.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E4_E04_184.fcs	Specimen_001_E4_E04_184.722185.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E6_E06_086.fcs	Specimen_001_E6_E06_086.722240.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E6_E06_186.fcs	Specimen_001_E6_E06_186.722186.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E8_E08_088.fcs	Specimen_001_E8_E08_088.722241.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_E8_E08_188.fcs	Specimen_001_E8_E08_188.722187.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F10_F10_200.fcs	Specimen_001_F10_F10_200.722292.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F2_F02_092.fcs	Specimen_001_F2_F02_092.722219.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F2_F02_192.fcs	Specimen_001_F2_F02_192.722288.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F4_F04_094.fcs	Specimen_001_F4_F04_094.722220.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F4_F04_194.fcs	Specimen_001_F4_F04_194.722289.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F6_F06_096.fcs	Specimen_001_F6_F06_096.722221.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F6_F06_196.fcs	Specimen_001_F6_F06_196.722290.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F8_F08_098.fcs	Specimen_001_F8_F08_098.722222.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_F8_F08_198.fcs	Specimen_001_F8_F08_198.722291.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G10_G10_110.fcs	Specimen_001_G10_G10_110.722193.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G10_G10_210.fcs	Specimen_001_G10_G10_210.722287.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G2_G02_102.fcs	Specimen_001_G2_G02_102.722189.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G2_G02_202.fcs	Specimen_001_G2_G02_202.722283.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G4_G04_104.fcs	Specimen_001_G4_G04_104.722190.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G4_G04_204.fcs	Specimen_001_G4_G04_204.722284.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G6_G06_106.fcs	Specimen_001_G6_G06_106.722191.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G6_G06_206.fcs	Specimen_001_G6_G06_206.722285.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G8_G08_108.fcs	Specimen_001_G8_G08_108.722192.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_G8_G08_208.fcs	Specimen_001_G8_G08_208.722286.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H10_H10_120.fcs	Specimen_001_H10_H10_120.722198.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H10_H10_220.fcs	Specimen_001_H10_H10_220.722232.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H2_H02_112.fcs	Specimen_001_H2_H02_112.722194.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H2_H02_212.fcs	Specimen_001_H2_H02_212.722228.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H4_H04_114.fcs	Specimen_001_H4_H04_114.722195.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H4_H04_214.fcs	Specimen_001_H4_H04_214.722229.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H6_H06_116.fcs	Specimen_001_H6_H06_116.722196.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H6_H06_216.fcs	Specimen_001_H6_H06_216.722230.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H8_H08_118.fcs	Specimen_001_H8_H08_118.722197.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
Specimen_001_H8_H08_218.fcs	Specimen_001_H8_H08_218.722231.fcs	TBAgs/20170612_RSTR_OMIP14_ICS_Batch2/20170614_RSTR_OMIP14_ICS_Batch2
